bibtex_key,title,selection_criteria,status,comments
5645460,Circuit-Switched Memory Access in Photonic Interconnection Networks for High-Performance Embedded Computing,H2H-IO -Hard-2-improve-IO-on-Hardware,Accepted,"[DRAM chips]-[centra  optical controller transceive(network-on-chip)]-[DRAM]
[hardware concerning]-[Y]-[MORE(Framework)]"
6337806,KNOWAC: I/O Prefetch via Accumulated Knowledge,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8469016,HPC Process and Optimal Network Device Affinitization,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
8514866,Applying Pwrake Workflow System and Gfarm File System to Telescope Data Processing,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6877436,11 PFLOP/s simulations of cloud cavitation collapse,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6579366,Memory-Based High-Performance Optimization for High Concurrent Data-Intensive Problems,Doesn't mention the used device in the context(storage System or device),Rejected,[device?]
5328657,FCCS: File Classification Caching Service Based on RAM Grid,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[IO?]
7097921,Efficient management of large DMA memory buffers in microdrivers,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
6495835,"Evaluation of Counter-Based Dynamic Load Balancing Schemes for Massive Contingency Analysis on over 10,000 Cores",The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
8064719,A Split Architecture Approach to Terabyte-Scale Caching in a Protocol-Oblivious Forwarding Switch,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[I/O?]
[device?]"
5289154,Overlapped checkpointing with hardware assist,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8667835,Breaking High-Resolution CNN Bandwidth Barriers With Enhanced Depth-First Execution,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
7062931,4.2 A 20nm 32-Core 64MB L3 cache SPARC M7 processor,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
7018081,SSD-Tailor: Automated Customization System for Solid-State Drives,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(SSD-Tailor)]-[SSD[simulator(DiskSim)][sd(DiskSim)]]-[SSD]
[workload concerning]-[N]-[Microsoft(LM-TBE&DAP-DS&DAP-PS&EXCH-24&MSN-CFS&MSN-BEFS&DTRS&RAD-AS&RAD-BE)]"
6942231,Exploiting Pipelined Encoding Process to Boost Erasure-Coded Data Archival,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
7973686,GPU in-Memory Processing Using Spark for Iterative Computation,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
7489606,An extended HDFS with an AVATAR NODE to handle both small files and to eliminate single point of failure,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6802895,Toward optimizing disk-to-disk transfer on 100G networks,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[solution?]
7467364,CacheKit: Evading Memory Introspection Using Cache Incoherence,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
5175992,"Processing Exact Results for Sliding Window Joins over Time-Sequence, Streaming Data Using a Disk Archive",The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
8544564,Utilization of Methane/Hydrogen/Chlorine-Based Plasma Etching for Production of 4.7 μm Wavelength QCLs with Taper-Type Ridge Waveguides,the paper is not acessible,Rejected,
6489588,"Rodosvisor — An ARINC 653 quasi-compliant hypervisor: CPU, memory and I/O virtualization",The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
6850009,An I/O Efficient Model Checking Algorithm for Large-Scale Systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6546116,SR-IOV Support for Virtualization on InfiniBand Clusters: Early Experience,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
7307576,Collective I/O Tuning Using Analytical and Machine Learning Models,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
5453754,Main Memory with Proximity Communication: A Wide I/O DRAM Architecture,H2H-IO -Hard-2-improve-IO-on-Hardware,Accepted,"[64- bit wide communication bus]-[DRAM]-[DRAM]
[off/on chip bandwidth&power consumption]-[Y]-[specific]"
6114405,I/O streaming evaluation of batch queries for data-intensive computational turbulence,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
5541678,RoLo: A Rotated Logging Storage Architecture for Enterprise Data Centers,ARCHITECTURE,Accepted,"[(RoLo)]-[(Storage System)[ssee(DiskSim)]-[HDD]
[disk management]-[Y]-[MSR(src2_2&proj_0&mds_0&wdev_0&web_1&rsrch_2&hm_1)]"
7409012,Multi-thread performance on a single thread in-memory database,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8109144,Improving Small File I/O Performance for Massive Digital Archives,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[methods  modifying in-memory and ondisk inode structure of file system]-[File System(EXT4)[Linux]]-[HDD&DRAM]
[data management]-[N]-[specific]"
8258264,Finding the best box-cox transformation from massive datasets on spark,Doesn't mention the used device in the context(storage System or device),Rejected,[device?]
7429600,The Network Model Based on IOCP Memory Control Key Technical Analysis,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[IO?]
6200057,Thread Assignment Optimization with Real-Time Performance and Memory Bandwidth Guarantees for Energy-Efficient Heterogeneous Multi-core Systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[IO?]
grzech_fail-safe_2017,A {Fail}-{Safe} {NVRAM} {Based} {Mechanism} for {Efficient} {Creation} and {Recovery} of {Data} {Copies} in {Parallel} {MPI} {Applications},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
Song2019646,HyPI: Reducing CPU consumption of the I/O completion method in high-performance storage systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
AN2016133,The detector system of the Daya Bay reactor neutrino experiment,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
SONG2015167,HaoLap: A Hadoop based OLAP system for big data,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
7840743,Exploring memory hierarchy and network topology for runtime AMR data sharing across scientific applications,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
7579729,Elastic Parity Logging for SSD RAID Arrays,,Duplicated,
7568521,ESet: Placing Data Towards Efficient Recovery for Large-Scale Erasure-Coded Storage Systems,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(ESet)]-[Storage systems[simulator(built simulator)][ssee(built simulator)]]-[HDD]
[I/O parallelism]-[N]-[specific]"
6114196,Decoupling datacenter studies from access to large-scale applications: A modeling approach for storage workloads,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
5160974,Analysis of trade-off between power saving and response time in disk storage systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
5767918,High performance database logging using storage class memory,H2S-IO -Hard-2-improve-IO-on-Software,Accepted,"[SCM-based approach]-[database(IBM SolidDB)]-[SCM&DRAM&HDD]
[hardware SCM]-[N]-[TATP]"
5557216,A Novel Approach to Improving the Efficiency of Storing and Accessing Small Files on Hadoop: A Case Study by PowerPoint Files,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
7289462,Using Formal Grammars to Predict I/O Behaviors in HPC: The Omnisc'IO Approach,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6457857,I/O supply current synthesis for power integrity analysis of single-ended signaling scheme,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
7358160,Transparently Exploiting Device-Reserved Memory for Application Performance in Mobile Systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
7004249,In-advance data analytics for reducing time to discovery,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6413607,Improving Data Processing Time with Access Sequence Prediction,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8576677,Towards Fast and Lightweight Checkpointing for Mobile Virtualization Using NVRAM,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
8890064,Towards Virtual Machine Image Management for Persistent Memory,Doesn't mention the used device in the context(storage System or device),Rejected,[device?]
7336306,IOMPU: Spatial Separation for Hardware-Based I/O Virtualization for Mixed-Criticality Embedded Real-Time Systems Using Non-transparent Bridges,Doesn't mention the used device in the context(storage System or device),Rejected,[device?]
6877251,CALCioM: Mitigating I/O Interference in HPC Systems through Cross-Application Coordination,Doesn't mention the used device in the context(storage System or device),Rejected,[device?]
6005470,Using Eager Strategies to Improve NFS I/O Performance,Doesn't mention the used device in the context(storage System or device),Rejected,[device?]
8257921,Jointly optimizing task granularity and concurrency for in-memory mapreduce frameworks,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
7113375,“Anti-Caching”-based elastic memory management for Big Data,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6691661,Layout-aware I/O Scheduling for terabits data movement,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
7068200,Accelarting the performance of Disk with re-oredering of an input/output requests at virtual machine monitor level,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
7103439,Consistency and Fault Tolerance Considerations for the Next Iteration of the DOE Fast Forward Storage and IO Project,Doesn't mention the used device in the context(storage System or device),Rejected,[device?]
6755289,Hardware-Based I/O Virtualization for Mixed Criticality Real-Time Systems Using PCIe SR-IOV,H2H-IO -Hard-2-improve-IO-on-Hardware,Accepted,"[SR-IOV Intel 82576EB network card ]-[a Freescale QorIQ P4080 Development System(P4080DS)]-[Memory]
[memory-mapped I/O]-[N]-[specific]"
5709518,The Design and Implementation of Network Disks Array Management System,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8863520,DIR: Dynamic Request Interleaving for Improving the Read Performance of Aged SSDs,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(DIR)]-[SSD[simulator(SSDsim)][sd(SSDsim)]]-[SSD]
[page management]-[N]-[MSR(HM_0&HM_1&PRN_0&PRN_1&PROJ_1&PROJ_3&PROJ_4&PRXY_0&RSRCH&SRC1_2&SRC2_0&STG_0&USR_0&WDEV_0)]"
8636309,A Novel Server Consolidation Method Based on Local Storage Integrated with Resource Demand Prediction,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
8027054,Achieving Load Balance for Parallel Data Access on Distributed File Systems,Doesn't mention the used device in the context(storage System or device),Rejected,[device?]
7839677,Dynamic Data Layout Optimization for High Performance Parallel I/O,Doesn't mention the used device in the context(storage System or device),Rejected,[device?]
